"lead_id","org_id","lead_source","campaign_id","lead_created_date","converted_flag","converted_member_id","conversion_date"
26148,2396,"Social Media",27,2017-05-25 01:07:52,0,NA,NA
26149,1499,"Webinar",135,2023-01-19 01:24:07,0,NA,NA
26150,1652,"Email Campaign",159,2021-03-25 17:10:14,0,NA,NA
26151,248,"Referral",55,2021-10-23 08:03:30,1,28462,2021-12-22 08:03:30
26152,1221,"Website",486,2020-08-10 16:27:26,0,NA,NA
26153,985,"Email Campaign",507,2020-01-10 06:46:00,0,NA,NA
26154,500,"Website",203,2020-06-04 21:36:56,0,NA,NA
26155,2561,"Email Campaign",89,2017-10-14 21:18:06,0,NA,NA
26156,4939,"Website",191,2024-11-20 02:13:01,0,NA,NA
26157,1424,"Website",407,2019-04-13 00:44:34,1,7219,2019-05-25 00:44:34
26158,4158,"Paid Ads",250,2023-06-06 14:21:44,0,NA,NA
26159,3553,"Conference Booth",467,2021-11-13 11:11:44,1,7635,2022-02-01 11:11:44
26160,1039,"Referral",384,2017-01-26 13:15:12,0,NA,NA
26161,330,"Webinar",481,2022-10-18 14:18:34,0,NA,NA
26162,549,"Email Campaign",397,2019-07-31 04:38:24,0,NA,NA
26163,283,"Paid Ads",361,2021-03-14 07:41:38,0,NA,NA
26164,2758,"Webinar",499,2020-08-26 21:54:20,0,NA,NA
26165,1568,"Paid Ads",317,2023-02-14 04:41:59,0,NA,NA
26166,3726,"Paid Ads",488,2023-02-25 07:32:05,0,NA,NA
26167,3205,"Website",599,2020-12-18 03:19:50,1,18522,2021-03-15 03:19:50
26168,176,"Conference Booth",313,2024-06-16 01:24:53,0,NA,NA
26169,4541,"Referral",482,2019-08-28 01:29:00,0,NA,NA
26170,707,"Email Campaign",275,2017-01-12 14:56:15,0,NA,NA
26171,3097,"Conference Booth",538,2023-03-04 01:21:52,0,NA,NA
26172,1889,"Referral",67,2021-05-15 04:44:15,0,NA,NA
26173,2315,"Email Campaign",172,2024-10-09 04:39:07,0,NA,NA
26174,3354,"Website",238,2019-09-23 11:41:24,0,NA,NA
26175,3253,"Webinar",341,2019-11-22 23:18:02,0,NA,NA
26176,4525,"Referral",554,2017-11-19 03:52:06,1,28006,2017-12-10 03:52:06
26177,2644,"Conference Booth",324,2024-06-14 21:53:49,0,NA,NA
26178,1371,"Website",573,2023-04-11 20:02:31,0,NA,NA
26179,3716,"Social Media",554,2020-12-26 20:14:44,0,NA,NA
26180,4001,"Paid Ads",509,2022-05-21 12:39:25,0,NA,NA
26181,4106,"Email Campaign",381,2023-08-30 06:41:24,0,NA,NA
26182,3463,"Social Media",462,2020-03-22 16:02:40,0,NA,NA
26183,133,"Referral",128,2022-04-08 00:22:18,0,NA,NA
26184,594,"Website",471,2018-09-25 02:17:31,0,NA,NA
26185,3,"Email Campaign",387,2019-12-16 13:22:34,0,NA,NA
26186,509,"Email Campaign",115,2018-01-13 22:49:24,0,NA,NA
26187,3621,"Webinar",267,2021-05-12 21:01:16,0,NA,NA
26188,2528,"Webinar",561,2024-12-22 12:31:28,0,NA,NA
26189,1902,"Email Campaign",265,2022-09-03 00:29:23,1,2696,2022-11-29 00:29:23
26190,2237,"Website",587,2018-01-17 12:09:09,0,NA,NA
26191,4615,"Website",62,2018-02-14 17:09:05,0,NA,NA
26192,515,"Email Campaign",326,2022-03-19 21:16:15,1,9555,2022-05-22 21:16:15
26193,1528,"Referral",63,2019-03-24 14:43:57,1,2429,2019-04-18 14:43:57
26194,2547,"Website",499,2024-01-20 15:47:39,0,NA,NA
26195,170,"Email Campaign",219,2018-10-07 15:50:10,0,NA,NA
26196,2044,"Referral",277,2022-01-19 00:12:32,1,28469,2022-03-22 00:12:32
26197,4118,"Conference Booth",307,2017-12-02 08:50:45,0,NA,NA
26198,2085,"Referral",405,2024-02-04 18:12:41,0,NA,NA
26199,2649,"Paid Ads",236,2021-05-05 11:19:11,1,2656,2021-06-24 11:19:11
26200,1905,"Email Campaign",143,2019-03-04 13:10:17,0,NA,NA
26201,1485,"Conference Booth",467,2017-01-02 23:15:58,0,NA,NA
26202,1151,"Conference Booth",500,2024-11-04 16:05:18,0,NA,NA
26203,265,"Conference Booth",175,2023-06-25 09:58:06,1,19185,2023-07-13 09:58:06
26204,4838,"Paid Ads",182,2022-11-06 07:39:49,0,NA,NA
26205,3075,"Email Campaign",32,2023-10-14 16:10:58,0,NA,NA
26206,1727,"Website",575,2023-01-21 00:54:38,0,NA,NA
26207,3652,"Email Campaign",513,2019-03-29 07:03:44,0,NA,NA
26208,2562,"Paid Ads",398,2022-06-21 09:35:29,1,7889,2022-09-04 09:35:29
26209,1313,"Email Campaign",15,2018-06-24 16:34:26,0,NA,NA
26210,4940,"Website",108,2017-09-10 04:23:30,0,NA,NA
26211,4501,"Conference Booth",445,2022-10-29 20:49:20,1,24403,2023-01-05 20:49:20
26212,3950,"Website",519,2019-06-12 12:24:23,0,NA,NA
26213,1641,"Paid Ads",54,2022-08-22 04:56:06,0,NA,NA
26214,4747,"Webinar",349,2018-05-25 12:48:45,0,NA,NA
26215,2910,"Email Campaign",18,2021-10-20 14:57:17,1,1294,2021-12-13 14:57:17
26216,4045,"Website",213,2017-01-09 11:38:50,0,NA,NA
26217,3837,"Referral",373,2018-04-30 19:06:55,0,NA,NA
26218,4797,"Website",96,2021-08-06 05:55:01,0,NA,NA
26219,3553,"Website",10,2021-09-18 14:21:17,0,NA,NA
26220,2806,"Email Campaign",245,2022-11-05 09:05:42,0,NA,NA
26221,2838,"Paid Ads",321,2019-11-04 13:36:26,1,22356,2019-11-14 13:36:26
26222,2873,"Webinar",443,2024-07-14 19:00:33,0,NA,NA
26223,4575,"Paid Ads",339,2019-03-16 22:43:03,0,NA,NA
26224,2535,"Referral",311,2023-06-02 18:54:14,0,NA,NA
26225,3460,"Referral",264,2017-03-20 08:47:44,0,NA,NA
26226,4514,"Conference Booth",116,2019-07-20 14:09:30,0,NA,NA
26227,672,"Email Campaign",46,2020-03-07 12:08:23,1,14757,2020-06-01 12:08:23
26228,2631,"Website",328,2021-03-18 22:04:27,0,NA,NA
26229,2031,"Website",64,2024-02-05 09:07:22,0,NA,NA
26230,4432,"Paid Ads",316,2022-12-07 02:00:44,0,NA,NA
26231,4979,"Paid Ads",239,2021-02-05 01:51:39,1,3412,2021-04-02 01:51:39
26232,648,"Website",406,2022-11-28 08:00:22,0,NA,NA
26233,4592,"Conference Booth",7,2017-08-15 18:41:29,1,28090,2017-10-27 18:41:29
26234,2288,"Website",202,2017-04-08 03:23:21,1,16700,2017-05-11 03:23:21
26235,3314,"Paid Ads",397,2024-07-18 18:56:34,1,29737,2024-08-11 18:56:34
26236,2476,"Email Campaign",14,2022-09-05 01:01:41,1,25816,2022-10-15 01:01:41
26237,837,"Conference Booth",417,2024-04-15 02:47:47,0,NA,NA
26238,3362,"Website",458,2024-10-16 12:25:59,1,20954,2024-12-04 12:25:59
26239,2728,"Paid Ads",86,2022-12-19 16:38:49,0,NA,NA
26240,4364,"Conference Booth",532,2022-08-02 07:47:13,1,22708,2022-10-06 07:47:13
26241,1254,"Webinar",284,2024-05-23 15:45:16,0,NA,NA
26242,1885,"Email Campaign",359,2017-10-15 11:35:30,0,NA,NA
26243,4430,"Email Campaign",417,2024-01-27 03:39:18,0,NA,NA
26244,1577,"Website",552,2021-04-21 00:31:31,1,16143,2021-07-13 00:31:31
26245,3296,"Email Campaign",600,2024-04-14 15:53:47,0,NA,NA
26246,294,"Referral",67,2022-12-11 08:34:34,0,NA,NA
26247,4857,"Conference Booth",110,2017-09-18 01:37:59,1,15369,2017-11-30 01:37:59
26248,3397,"Email Campaign",39,2018-01-02 17:37:13,0,NA,NA
26249,1906,"Webinar",527,2018-02-16 10:03:20,0,NA,NA
26250,4291,"Paid Ads",356,2023-12-29 09:40:05,0,NA,NA
26251,636,"Email Campaign",492,2019-06-05 15:00:53,0,NA,NA
26252,483,"Website",373,2024-11-18 06:35:55,0,NA,NA
26253,3079,"Webinar",522,2019-11-18 23:02:13,1,28752,2019-12-06 23:02:13
26254,1178,"Webinar",448,2021-12-16 10:53:27,0,NA,NA
26255,2287,"Conference Booth",349,2021-12-25 15:33:30,0,NA,NA
26256,311,"Website",535,2017-03-26 00:09:21,0,NA,NA
26257,2606,"Website",448,2022-02-19 03:00:17,1,26256,2022-04-13 03:00:17
26258,42,"Paid Ads",468,2019-01-11 06:46:54,0,NA,NA
26259,4388,"Paid Ads",10,2018-11-05 20:17:01,0,NA,NA
26260,2016,"Email Campaign",340,2017-06-01 18:35:53,0,NA,NA
26261,57,"Email Campaign",77,2021-12-05 16:50:52,1,7369,2022-03-01 16:50:52
26262,219,"Email Campaign",176,2020-01-19 08:12:53,1,24582,2020-03-03 08:12:53
26263,1510,"Website",484,2018-11-23 10:17:26,0,NA,NA
26264,291,"Website",514,2021-01-04 01:23:53,0,NA,NA
26265,421,"Paid Ads",346,2017-06-05 18:02:36,0,NA,NA
26266,2011,"Email Campaign",7,2018-02-27 20:09:57,0,NA,NA
26267,3514,"Paid Ads",134,2022-11-09 12:59:26,0,NA,NA
26268,1123,"Webinar",180,2024-03-19 15:24:02,0,NA,NA
26269,3605,"Email Campaign",76,2018-11-06 22:55:05,0,NA,NA
26270,4339,"Paid Ads",123,2023-05-06 17:38:54,1,17455,2023-07-28 17:38:54
26271,1227,"Website",67,2023-06-01 11:22:02,0,NA,NA
26272,1773,"Email Campaign",126,2018-11-11 10:32:59,0,NA,NA
26273,1863,"Website",583,2018-12-10 00:04:05,0,NA,NA
26274,204,"Referral",373,2017-12-26 17:08:25,0,NA,NA
26275,4095,"Webinar",480,2021-10-16 01:23:56,0,NA,NA
26276,1920,"Paid Ads",126,2021-03-29 18:38:51,0,NA,NA
26277,137,"Referral",390,2018-03-01 06:45:06,0,NA,NA
26278,1750,"Paid Ads",47,2020-02-09 21:25:34,1,16937,2020-04-17 21:25:34
26279,2613,"Website",273,2022-10-15 08:17:46,1,29355,2022-12-05 08:17:46
26280,4137,"Email Campaign",296,2024-04-01 05:52:11,0,NA,NA
26281,2420,"Website",25,2023-01-04 12:20:15,1,575,2023-02-17 12:20:15
26282,2482,"Website",523,2022-03-02 13:01:51,0,NA,NA
26283,4980,"Paid Ads",556,2017-02-05 07:27:57,0,NA,NA
26284,2982,"Webinar",236,2020-10-25 22:50:55,0,NA,NA
26285,1115,"Webinar",286,2024-04-20 03:59:42,0,NA,NA
26286,2279,"Website",580,2024-05-16 00:29:07,1,13005,2024-07-17 00:29:07
26287,3657,"Email Campaign",322,2023-09-27 15:41:37,0,NA,NA
26288,1627,"Email Campaign",558,2020-09-03 10:19:06,0,NA,NA
26289,2045,"Email Campaign",53,2020-03-18 18:25:25,0,NA,NA
26290,3450,"Website",362,2019-01-08 09:28:58,1,3367,2019-03-05 09:28:58
26291,3634,"Referral",228,2019-09-26 12:24:44,1,14307,2019-10-10 12:24:44
26292,1270,"Referral",233,2018-12-28 00:07:22,0,NA,NA
26293,2589,"Website",136,2021-05-12 12:17:08,0,NA,NA
26294,4475,"Paid Ads",93,2019-02-07 14:46:40,0,NA,NA
26295,4555,"Website",322,2023-09-17 10:22:25,0,NA,NA
26296,4260,"Email Campaign",329,2024-10-03 19:48:37,0,NA,NA
26297,425,"Email Campaign",358,2018-11-05 02:39:25,0,NA,NA
26298,3165,"Website",574,2022-07-30 17:37:06,0,NA,NA
26299,4228,"Conference Booth",465,2024-08-29 13:19:02,0,NA,NA
26300,1945,"Website",427,2019-08-08 20:56:16,0,NA,NA
26301,2062,"Paid Ads",327,2023-10-29 22:24:14,0,NA,NA
26302,4327,"Website",296,2017-01-18 06:11:14,1,10025,2017-03-12 06:11:14
26303,4373,"Website",553,2024-02-21 08:58:04,0,NA,NA
26304,95,"Website",498,2019-10-03 20:54:29,0,NA,NA
26305,19,"Conference Booth",304,2020-12-10 10:53:36,0,NA,NA
26306,1985,"Paid Ads",577,2023-11-14 06:42:34,0,NA,NA
26307,3644,"Webinar",45,2018-04-10 17:45:36,0,NA,NA
26308,3017,"Webinar",450,2021-09-25 20:41:20,1,14714,2021-11-23 20:41:20
26309,3646,"Website",94,2023-01-16 17:28:21,0,NA,NA
26310,679,"Website",368,2017-11-15 02:32:01,0,NA,NA
26311,314,"Paid Ads",504,2017-08-22 03:30:01,0,NA,NA
26312,2982,"Email Campaign",593,2018-01-17 12:33:11,0,NA,NA
26313,4615,"Email Campaign",167,2018-09-10 06:10:54,1,22428,2018-09-28 06:10:54
26314,4406,"Website",118,2018-07-09 22:43:26,0,NA,NA
26315,2763,"Website",431,2023-05-25 18:53:25,1,21795,2023-06-29 18:53:25
26316,198,"Webinar",502,2019-07-21 17:31:54,1,22658,2019-10-04 17:31:54
26317,4747,"Webinar",388,2020-12-01 16:43:52,0,NA,NA
26318,2530,"Email Campaign",28,2021-02-27 12:48:26,0,NA,NA
26319,2162,"Website",64,2021-09-16 20:55:40,0,NA,NA
26320,2992,"Paid Ads",400,2018-02-26 05:02:03,1,8670,2018-04-01 05:02:03
26321,3105,"Email Campaign",387,2024-09-24 13:45:46,0,NA,NA
26322,990,"Conference Booth",581,2021-09-15 20:58:30,0,NA,NA
26323,437,"Email Campaign",105,2022-08-03 06:12:09,0,NA,NA
26324,2199,"Email Campaign",457,2019-09-02 22:30:58,0,NA,NA
26325,3170,"Website",262,2019-02-17 02:53:31,1,25614,2019-02-28 02:53:31
26326,3533,"Website",75,2017-03-11 12:27:36,0,NA,NA
26327,4584,"Website",424,2018-12-23 06:48:54,0,NA,NA
26328,38,"Referral",191,2019-02-26 08:17:24,0,NA,NA
26329,3312,"Paid Ads",426,2022-07-27 03:29:00,0,NA,NA
26330,1665,"Webinar",221,2024-12-25 00:30:19,0,NA,NA
26331,2109,"Webinar",579,2020-11-05 13:43:34,0,NA,NA
26332,740,"Email Campaign",59,2019-11-17 10:33:02,0,NA,NA
26333,496,"Website",134,2018-07-09 07:47:46,0,NA,NA
26334,2673,"Social Media",304,2020-03-26 00:22:40,0,NA,NA
26335,1793,"Webinar",423,2017-05-16 03:13:54,0,NA,NA
26336,2235,"Webinar",248,2023-09-11 01:26:47,1,24671,2023-10-28 01:26:47
26337,1641,"Email Campaign",599,2023-11-19 21:21:55,1,3771,2024-01-13 21:21:55
26338,1078,"Webinar",390,2023-04-30 21:06:29,0,NA,NA
26339,1542,"Conference Booth",487,2024-11-10 02:11:21,0,NA,NA
26340,799,"Website",330,2019-03-05 19:51:43,1,12299,2019-03-24 19:51:43
26341,2692,"Webinar",503,2022-09-17 14:08:36,0,NA,NA
26342,2011,"Website",312,2022-04-03 09:33:57,1,250,2022-04-14 09:33:57
26343,3594,"Paid Ads",347,2017-04-05 23:58:03,1,23120,2017-05-18 23:58:03
26344,2459,"Website",330,2017-09-15 20:35:12,0,NA,NA
26345,4962,"Paid Ads",322,2021-07-28 07:00:31,0,NA,NA
26346,2210,"Website",250,2023-07-07 01:38:00,0,NA,NA
26347,3805,"Email Campaign",7,2020-04-20 14:30:10,0,NA,NA
26348,1949,"Conference Booth",544,2019-02-20 04:47:29,1,3744,2019-04-26 04:47:29
26349,1971,"Social Media",495,2018-05-11 07:24:46,1,21525,2018-06-16 07:24:46
26350,3334,"Conference Booth",555,2019-10-30 00:44:20,0,NA,NA
26351,2723,"Conference Booth",39,2020-12-11 03:53:29,0,NA,NA
26352,2786,"Paid Ads",173,2023-06-15 11:39:06,0,NA,NA
26353,4166,"Website",273,2019-09-24 08:38:28,0,NA,NA
26354,520,"Paid Ads",495,2022-10-07 06:34:29,0,NA,NA
26355,4535,"Website",413,2017-04-12 11:34:42,1,22940,2017-06-08 11:34:42
26356,4799,"Paid Ads",507,2018-01-23 03:42:02,0,NA,NA
26357,4709,"Webinar",348,2022-05-17 04:56:20,0,NA,NA
26358,4111,"Email Campaign",450,2023-08-25 10:10:44,0,NA,NA
26359,2175,"Email Campaign",142,2022-06-12 11:35:06,0,NA,NA
26360,2094,"Paid Ads",343,2017-05-23 17:50:02,0,NA,NA
26361,2168,"Email Campaign",289,2020-08-03 12:22:31,0,NA,NA
26362,3608,"Webinar",136,2017-12-23 17:51:48,0,NA,NA
26363,2074,"Social Media",222,2022-03-18 06:02:06,1,7006,2022-05-11 06:02:06
26364,1451,"Paid Ads",515,2020-02-23 02:46:34,0,NA,NA
26365,10,"Email Campaign",44,2024-05-17 05:06:08,0,NA,NA
26366,1914,"Referral",83,2021-01-05 07:05:18,1,1491,2021-01-20 07:05:18
26367,2197,"Paid Ads",231,2020-02-01 20:17:20,1,6606,2020-04-24 20:17:20
26368,3911,"Paid Ads",236,2018-10-08 05:06:55,0,NA,NA
26369,3823,"Referral",523,2020-10-28 03:17:04,0,NA,NA
26370,1922,"Social Media",557,2024-03-05 02:10:32,1,7479,2024-05-02 02:10:32
26371,71,"Webinar",597,2017-07-12 09:07:02,0,NA,NA
26372,1306,"Website",26,2022-12-25 21:09:02,0,NA,NA
26373,3006,"Webinar",266,2022-05-14 01:37:54,0,NA,NA
26374,1040,"Webinar",213,2019-10-05 22:02:18,0,NA,NA
26375,435,"Website",110,2017-10-02 08:30:17,0,NA,NA
26376,4714,"Paid Ads",334,2019-10-25 14:39:29,0,NA,NA
26377,3885,"Webinar",584,2022-09-02 17:01:53,1,15678,2022-11-01 17:01:53
26378,4993,"Website",492,2024-06-12 13:58:39,1,23748,2024-08-28 13:58:39
26379,4307,"Conference Booth",320,2023-12-23 19:01:50,1,195,2024-02-21 19:01:50
26380,2031,"Webinar",93,2020-08-02 00:15:17,0,NA,NA
26381,112,"Webinar",584,2017-10-12 10:41:25,0,NA,NA
26382,4975,"Paid Ads",130,2017-06-04 09:23:43,1,11217,2017-07-28 09:23:43
26383,3119,"Webinar",421,2021-07-08 01:39:17,0,NA,NA
26384,1402,"Referral",140,2022-07-13 06:58:09,0,NA,NA
26385,3128,"Referral",99,2018-03-18 20:19:18,0,NA,NA
26386,2484,"Paid Ads",432,2018-11-01 18:46:34,0,NA,NA
26387,1765,"Referral",256,2019-05-16 08:49:13,0,NA,NA
26388,4166,"Social Media",157,2023-03-11 13:39:27,0,NA,NA
26389,1296,"Website",458,2021-01-20 08:15:46,1,17810,2021-02-10 08:15:46
26390,2789,"Website",308,2017-09-28 15:45:04,0,NA,NA
26391,3735,"Webinar",29,2023-08-03 06:05:22,1,19014,2023-08-24 06:05:22
26392,4327,"Paid Ads",246,2021-10-10 19:03:01,1,8660,2021-10-20 19:03:01
26393,3995,"Website",266,2024-03-09 14:50:14,0,NA,NA
26394,1674,"Conference Booth",55,2021-01-07 15:12:09,0,NA,NA
26395,4990,"Website",492,2022-06-23 11:15:06,0,NA,NA
26396,2889,"Webinar",516,2018-11-06 17:37:38,0,NA,NA
26397,291,"Paid Ads",24,2021-07-28 07:39:56,0,NA,NA
26398,4544,"Webinar",266,2020-03-04 08:06:01,0,NA,NA
26399,373,"Social Media",418,2021-12-17 04:45:01,0,NA,NA
26400,1606,"Website",381,2021-12-04 15:01:31,0,NA,NA
26401,4167,"Conference Booth",347,2020-10-12 09:32:27,0,NA,NA
26402,3940,"Conference Booth",105,2021-05-19 01:05:59,0,NA,NA
26403,1009,"Paid Ads",226,2023-10-03 16:10:42,0,NA,NA
26404,1419,"Website",69,2019-10-20 14:15:24,0,NA,NA
26405,2653,"Referral",151,2020-07-10 22:07:33,0,NA,NA
26406,2787,"Webinar",160,2023-07-12 16:38:05,1,8149,2023-07-25 16:38:05
26407,1089,"Paid Ads",527,2024-08-10 01:31:13,0,NA,NA
26408,3529,"Webinar",474,2020-09-01 19:42:16,0,NA,NA
26409,4986,"Website",221,2018-03-13 03:58:14,0,NA,NA
26410,1591,"Email Campaign",196,2018-09-22 01:24:23,0,NA,NA
26411,1210,"Referral",505,2022-09-22 10:23:59,0,NA,NA
26412,3942,"Conference Booth",166,2023-02-11 10:54:34,0,NA,NA
26413,1495,"Email Campaign",537,2021-12-12 20:36:59,1,20773,2022-03-09 20:36:59
26414,1692,"Conference Booth",361,2019-10-11 09:06:34,0,NA,NA
26415,2910,"Conference Booth",381,2023-04-21 16:45:37,0,NA,NA
26416,2722,"Conference Booth",119,2022-06-13 16:36:09,0,NA,NA
26417,129,"Email Campaign",316,2024-03-11 05:45:39,0,NA,NA
26418,3892,"Referral",363,2021-02-13 11:47:09,1,23704,2021-03-17 11:47:09
26419,158,"Conference Booth",454,2019-02-08 14:21:11,0,NA,NA
26420,3385,"Webinar",470,2019-04-22 22:05:47,1,26808,2019-05-02 22:05:47
26421,1995,"Email Campaign",21,2019-11-16 07:56:46,0,NA,NA
26422,4,"Webinar",74,2017-12-01 20:41:48,0,NA,NA
26423,4233,"Paid Ads",560,2023-01-29 17:53:00,0,NA,NA
26424,1007,"Referral",207,2018-06-27 10:09:44,0,NA,NA
26425,1055,"Webinar",519,2024-03-29 03:31:42,1,23671,2024-06-15 03:31:42
26426,2987,"Website",13,2020-08-20 07:21:33,0,NA,NA
26427,1618,"Email Campaign",441,2018-07-25 19:04:31,0,NA,NA
26428,1495,"Conference Booth",101,2023-05-02 04:56:45,1,7863,2023-06-08 04:56:45
26429,934,"Website",433,2023-08-14 14:40:19,0,NA,NA
26430,1251,"Referral",395,2023-10-31 17:57:09,0,NA,NA
26431,4123,"Referral",231,2019-12-06 16:40:04,0,NA,NA
26432,307,"Website",87,2022-12-13 14:44:37,0,NA,NA
26433,276,"Webinar",189,2019-07-09 12:10:51,0,NA,NA
26434,2354,"Email Campaign",187,2023-11-12 09:22:39,0,NA,NA
26435,210,"Email Campaign",67,2017-04-15 06:30:28,1,26601,2017-06-19 06:30:28
26436,3647,"Referral",537,2021-09-13 05:55:43,0,NA,NA
26437,2506,"Website",241,2023-07-30 01:50:03,1,18150,2023-09-30 01:50:03
26438,1567,"Website",89,2017-03-04 22:53:15,0,NA,NA
26439,2848,"Email Campaign",146,2023-09-02 12:36:42,0,NA,NA
26440,1004,"Webinar",65,2018-07-04 14:25:26,0,NA,NA
26441,3526,"Paid Ads",474,2020-03-04 01:37:07,1,29186,2020-05-29 01:37:07
26442,1057,"Email Campaign",232,2018-07-18 19:36:36,0,NA,NA
26443,4710,"Email Campaign",282,2024-11-12 02:56:37,0,NA,NA
26444,245,"Webinar",24,2017-12-25 02:59:56,0,NA,NA
26445,2068,"Website",131,2021-08-31 04:56:40,1,19645,2021-11-01 04:56:40
26446,521,"Webinar",533,2018-04-15 17:53:12,1,26620,2018-05-17 17:53:12
26447,62,"Conference Booth",248,2017-10-19 15:33:48,0,NA,NA
26448,547,"Webinar",440,2020-12-30 00:41:28,0,NA,NA
26449,4246,"Email Campaign",525,2021-07-08 18:49:52,0,NA,NA
26450,4022,"Email Campaign",524,2018-02-11 20:00:18,1,8458,2018-04-09 20:00:18
26451,4869,"Webinar",263,2018-09-16 19:57:53,0,NA,NA
26452,722,"Website",538,2017-02-03 04:26:07,0,NA,NA
26453,865,"Webinar",269,2023-05-24 05:20:53,1,24305,2023-06-16 05:20:53
26454,2005,"Paid Ads",337,2018-12-28 02:44:30,0,NA,NA
26455,1243,"Paid Ads",250,2017-01-12 02:35:20,0,NA,NA
26456,4381,"Website",332,2021-04-27 23:36:33,0,NA,NA
26457,566,"Email Campaign",137,2017-12-13 10:15:41,0,NA,NA
26458,2424,"Conference Booth",3,2024-09-19 03:50:07,0,NA,NA
26459,2920,"Email Campaign",135,2020-06-07 12:30:23,0,NA,NA
26460,4080,"Conference Booth",553,2020-08-13 01:56:54,0,NA,NA
26461,4541,"Conference Booth",507,2022-05-18 21:02:17,0,NA,NA
26462,4906,"Website",202,2020-03-28 08:53:01,0,NA,NA
26463,1087,"Email Campaign",100,2019-03-02 16:36:27,1,2646,2019-04-21 16:36:27
26464,4381,"Referral",510,2020-06-28 04:24:09,0,NA,NA
26465,3991,"Referral",543,2018-04-21 15:57:13,0,NA,NA
26466,1461,"Paid Ads",357,2019-07-23 04:51:23,0,NA,NA
26467,3426,"Website",378,2021-02-25 08:23:12,0,NA,NA
26468,4938,"Website",361,2020-08-18 20:15:28,1,8345,2020-09-02 20:15:28
26469,3601,"Conference Booth",63,2020-05-01 09:54:33,0,NA,NA
26470,3655,"Conference Booth",355,2021-07-13 04:00:22,0,NA,NA
26471,2073,"Referral",383,2018-10-23 15:40:41,1,6223,2018-11-23 15:40:41
26472,2715,"Website",442,2023-01-20 23:17:56,0,NA,NA
26473,190,"Website",63,2018-02-02 17:23:51,0,NA,NA
26474,1702,"Social Media",36,2023-02-10 22:04:11,1,9400,2023-03-27 22:04:11
26475,3247,"Email Campaign",239,2022-08-24 06:30:57,0,NA,NA
26476,1687,"Website",187,2021-12-21 07:18:13,0,NA,NA
26477,2849,"Referral",547,2019-09-11 10:35:20,0,NA,NA
26478,2540,"Website",199,2024-05-21 08:33:22,1,19745,2024-08-03 08:33:22
26479,4807,"Email Campaign",224,2019-06-06 12:37:09,0,NA,NA
26480,4688,"Email Campaign",529,2020-09-25 12:15:41,0,NA,NA
26481,1370,"Paid Ads",371,2018-01-15 07:25:12,1,8886,2018-02-02 07:25:12
26482,3862,"Email Campaign",41,2022-10-19 21:47:14,0,NA,NA
26483,96,"Referral",293,2021-01-06 09:44:31,0,NA,NA
26484,2902,"Email Campaign",42,2023-01-23 19:34:44,0,NA,NA
26485,3385,"Webinar",537,2017-05-09 06:48:37,0,NA,NA
26486,2889,"Webinar",460,2017-10-01 16:25:20,0,NA,NA
26487,746,"Website",585,2017-07-10 10:57:27,1,2177,2017-08-28 10:57:27
26488,3615,"Website",291,2018-11-14 15:10:49,0,NA,NA
26489,3486,"Email Campaign",240,2020-06-25 14:35:30,0,NA,NA
26490,886,"Website",5,2024-10-25 05:39:27,0,NA,NA
26491,2687,"Referral",46,2024-10-15 19:05:01,0,NA,NA
26492,4058,"Website",319,2022-11-27 10:52:46,0,NA,NA
26493,2617,"Paid Ads",356,2023-02-19 09:18:01,0,NA,NA
26494,126,"Webinar",417,2019-09-28 09:25:11,0,NA,NA
26495,1485,"Paid Ads",516,2017-02-16 03:22:56,1,22741,2017-03-07 03:22:56
26496,166,"Referral",466,2024-07-14 13:10:43,0,NA,NA
26497,1736,"Website",366,2018-07-24 10:06:39,0,NA,NA
26498,2620,"Email Campaign",164,2024-12-22 12:24:03,0,NA,NA
26499,3602,"Email Campaign",467,2022-10-11 18:29:43,1,19536,2022-12-28 18:29:43
26500,3949,"Conference Booth",9,2019-01-29 02:45:35,1,20963,2019-04-06 02:45:35
26501,1918,"Referral",392,2021-11-18 04:29:07,0,NA,NA
26502,2593,"Email Campaign",571,2018-08-11 21:24:03,0,NA,NA
26503,768,"Paid Ads",133,2020-01-11 08:09:26,0,NA,NA
26504,1793,"Email Campaign",344,2023-04-29 08:43:05,0,NA,NA
26505,2339,"Email Campaign",381,2017-10-09 09:51:24,1,22013,2017-12-21 09:51:24
26506,2862,"Email Campaign",4,2023-10-18 23:23:35,0,NA,NA
26507,3993,"Paid Ads",554,2023-05-23 11:41:35,0,NA,NA
26508,1323,"Referral",238,2024-02-26 10:14:45,0,NA,NA
26509,3364,"Paid Ads",175,2021-06-26 09:49:07,0,NA,NA
26510,285,"Website",600,2023-11-26 15:29:35,0,NA,NA
26511,4892,"Paid Ads",216,2017-11-06 03:35:56,0,NA,NA
26512,2480,"Website",12,2019-12-04 19:20:28,0,NA,NA
26513,3334,"Website",410,2020-11-18 22:57:51,0,NA,NA
26514,3579,"Paid Ads",151,2018-05-09 15:57:10,0,NA,NA
26515,1122,"Webinar",109,2017-05-13 09:28:24,0,NA,NA
26516,3705,"Paid Ads",338,2019-04-03 05:47:13,0,NA,NA
26517,3675,"Conference Booth",44,2023-10-06 02:13:31,0,NA,NA
26518,704,"Referral",257,2021-11-27 20:15:14,1,14287,2021-12-17 20:15:14
