"org_id","org_name","org_type","org_size_band","state","created_date"
2448,"Practice_2448","Dental","Solo","CA",2020-10-29 12:49:27
2449,"Practice_2449","Dental","2-5","NY",2015-01-16 12:45:15
2450,"Practice_2450","Pediatrics","Solo","NY",2017-08-25 15:50:07
2451,"Practice_2451","Pediatrics","2-5","WA",2021-07-15 17:41:04
2452,"Practice_2452","Dermatology","2-5","CO",2024-11-10 02:49:05
2453,"Practice_2453","Physical Therapy","Solo","FL",2015-12-08 14:18:55
2454,"Practice_2454","Pediatrics","2-5","NY",2023-02-24 11:20:38
2455,"Practice_2455","Physical Therapy","6-20","NC",2016-09-01 12:54:41
2456,"Practice_2456","Dental","20+","NC",2023-02-13 11:30:57
2457,"Practice_2457","Physical Therapy","2-5","CO",2017-02-12 14:19:07
2458,"Practice_2458","Orthopedics","2-5","NY",2019-03-05 02:11:50
2459,"Practice_2459","Physical Therapy","Solo","IL",2018-05-28 17:15:30
2460,"Practice_2460","Physical Therapy","Solo","CO",2017-10-13 08:12:24
2461,"Practice_2461","Dermatology","2-5","CO",2023-06-10 18:22:20
2462,"Practice_2462","Family Medicine","Solo","CA",2019-10-30 04:52:14
2463,"Practice_2463","Orthopedics","6-20","CA",2019-06-12 13:36:03
2464,"Practice_2464","Physical Therapy","Solo","GA",2020-01-25 20:13:26
2465,"Practice_2465","Orthopedics","Solo","FL",2016-12-13 18:48:39
2466,"Practice_2466","Dental","Solo","TX",2016-04-16 15:38:54
2467,"Practice_2467","Pediatrics","6-20","CO",2021-06-04 07:27:54
2468,"Practice_2468","Dental","2-5","CA",2024-08-03 05:51:14
2469,"Practice_2469","Physical Therapy","2-5","AZ",2018-08-20 14:14:18
2470,"Practice_2470","Physical Therapy","Solo","GA",2015-10-01 13:07:22
2471,"Practice_2471","Dental","6-20","NY",2024-02-11 03:01:39
2472,"Practice_2472","Dermatology","Solo","FL",2016-12-18 11:04:03
2473,"Practice_2473","Family Medicine","6-20","NY",2016-01-12 23:51:41
2474,"Practice_2474","Orthopedics","2-5","GA",2021-05-29 13:20:57
2475,"Practice_2475","Physical Therapy","Solo","WA",2018-06-28 04:03:49
2476,"Practice_2476","Family Medicine","2-5","NC",2018-06-26 04:19:29
2477,"Practice_2477","Dental","2-5","FL",2016-01-10 04:03:12
2478,"Practice_2478","Family Medicine","Solo","NC",2021-12-19 03:47:51
2479,"Practice_2479","Dental","6-20","AZ",2016-08-10 05:34:42
2480,"Practice_2480","Family Medicine","2-5","NY",2018-03-05 08:37:40
2481,"Practice_2481","Pediatrics","Solo","WA",2021-09-29 10:00:27
2482,"Practice_2482","Family Medicine","Solo","AZ",2023-02-05 21:28:41
2483,"Practice_2483","Family Medicine","2-5","TX",2018-05-01 03:31:23
2484,"Practice_2484","Dental","2-5","NY",2024-08-05 13:02:19
2485,"Practice_2485","Physical Therapy","2-5","GA",2015-02-24 00:30:23
2486,"Practice_2486","Dermatology","2-5","WA",2015-05-19 08:11:12
2487,"Practice_2487","Physical Therapy","2-5","FL",2019-04-17 14:46:01
2488,"Practice_2488","Family Medicine","20+","WA",2023-03-29 06:33:21
2489,"Practice_2489","Physical Therapy","2-5","NY",2022-04-07 07:26:52
2490,"Practice_2490","Pediatrics","6-20","CA",2023-01-29 06:20:24
2491,"Practice_2491","Pediatrics","Solo","AZ",2023-08-24 04:59:36
2492,"Practice_2492","Dental","Solo","WA",2015-06-30 22:04:49
2493,"Practice_2493","Family Medicine","Solo","NC",2023-02-22 09:41:53
2494,"Practice_2494","Pediatrics","2-5","AZ",2015-12-02 06:01:02
2495,"Practice_2495","Physical Therapy","6-20","NC",2023-08-07 02:02:29
2496,"Practice_2496","Physical Therapy","Solo","WA",2017-06-01 10:34:03
2497,"Practice_2497","Physical Therapy","Solo","CA",2024-10-14 02:48:50
2498,"Practice_2498","Family Medicine","6-20","AZ",2015-01-28 16:06:25
2499,"Practice_2499","Dermatology","Solo","GA",2015-12-19 05:18:02
2500,"Practice_2500","Physical Therapy","2-5","AZ",2015-02-16 10:12:59
2501,"Practice_2501","Family Medicine","2-5","FL",2021-12-13 13:20:58
2502,"Practice_2502","Family Medicine","6-20","WA",2022-03-03 04:01:03
2503,"Practice_2503","Physical Therapy","Solo","TX",2017-01-11 00:58:34
2504,"Practice_2504","Dermatology","Solo","NY",2017-05-01 17:25:11
2505,"Practice_2505","Dental","2-5","CO",2020-05-25 00:30:16
2506,"Practice_2506","Dental","6-20","IL",2018-11-16 04:02:50
2507,"Practice_2507","Family Medicine","2-5","TX",2018-11-10 04:18:28
2508,"Practice_2508","Physical Therapy","Solo","NC",2024-07-02 14:05:29
2509,"Practice_2509","Family Medicine","2-5","GA",2022-09-19 08:34:16
2510,"Practice_2510","Family Medicine","6-20","GA",2015-01-01 12:54:35
2511,"Practice_2511","Dental","6-20","IL",2017-08-03 12:10:34
2512,"Practice_2512","Family Medicine","20+","CA",2017-02-27 06:51:48
2513,"Practice_2513","Physical Therapy","Solo","FL",2015-12-04 00:37:35
2514,"Practice_2514","Physical Therapy","Solo","NY",2020-04-19 14:39:58
2515,"Practice_2515","Orthopedics","2-5","TX",2017-07-13 17:54:44
2516,"Practice_2516","Family Medicine","6-20","CO",2024-10-18 06:41:32
2517,"Practice_2517","Dental","Solo","AZ",2017-10-15 14:09:56
2518,"Practice_2518","Physical Therapy","Solo","IL",2024-09-08 01:32:15
2519,"Practice_2519","Orthopedics","6-20","CA",2019-04-07 20:23:05
2520,"Practice_2520","Orthopedics","Solo","GA",2024-03-23 06:09:50
2521,"Practice_2521","Orthopedics","Solo","CO",2023-11-12 16:43:35
2522,"Practice_2522","Dental","2-5","GA",2020-09-02 06:51:33
2523,"Practice_2523","Pediatrics","2-5","WA",2017-06-10 16:02:18
2524,"Practice_2524","Pediatrics","2-5","IL",2015-08-23 00:50:35
2525,"Practice_2525","Family Medicine","Solo","CA",2023-09-20 02:15:20
2526,"Practice_2526","Pediatrics","2-5","AZ",2020-02-20 18:34:02
2527,"Practice_2527","Dental","2-5","NC",2017-02-16 12:02:02
2528,"Practice_2528","Dermatology","2-5","CA",2018-09-17 15:11:57
2529,"Practice_2529","Dental","2-5","NY",2018-10-17 15:13:06
2530,"Practice_2530","Dermatology","Solo","AZ",2017-10-14 11:46:51
2531,"Practice_2531","Orthopedics","Solo","TX",2024-05-12 08:31:24
2532,"Practice_2532","Family Medicine","Solo","CA",2021-02-03 15:31:26
2533,"Practice_2533","Pediatrics","Solo","AZ",2020-09-27 06:39:35
2534,"Practice_2534","Dental","2-5","TX",2024-07-11 02:07:50
2535,"Practice_2535","Orthopedics","6-20","CA",2017-05-09 23:51:12
2536,"Practice_2536","Family Medicine","2-5","CO",2020-11-28 03:02:24
2537,"Practice_2537","Orthopedics","6-20","NC",2018-11-19 12:01:32
2538,"Practice_2538","Dental","Solo","CO",2020-04-08 11:48:04
2539,"Practice_2539","Family Medicine","2-5","NY",2022-05-27 10:38:21
2540,"Practice_2540","Family Medicine","Solo","AZ",2021-08-16 19:14:39
2541,"Practice_2541","Orthopedics","Solo","TX",2018-11-06 02:20:57
2542,"Practice_2542","Family Medicine","Solo","WA",2021-04-27 23:35:54
2543,"Practice_2543","Family Medicine","2-5","CA",2019-07-26 08:36:23
2544,"Practice_2544","Orthopedics","20+","WA",2018-02-15 08:47:31
2545,"Practice_2545","Dental","Solo","CA",2023-03-26 21:02:33
2546,"Practice_2546","Physical Therapy","Solo","NY",2023-04-26 23:20:02
2547,"Practice_2547","Dental","6-20","WA",2019-02-24 15:31:59
2548,"Practice_2548","Physical Therapy","Solo","TX",2016-03-18 12:17:00
2549,"Practice_2549","Physical Therapy","6-20","FL",2015-07-19 22:39:57
2550,"Practice_2550","Dental","2-5","CO",2023-06-12 18:03:31
2551,"Practice_2551","Pediatrics","6-20","TX",2022-05-11 21:06:52
2552,"Practice_2552","Dental","2-5","GA",2021-05-29 05:00:06
2553,"Practice_2553","Family Medicine","2-5","IL",2024-01-24 10:16:56
2554,"Practice_2554","Family Medicine","2-5","NY",2023-03-10 06:12:08
2555,"Practice_2555","Dental","2-5","NC",2022-06-04 18:54:40
2556,"Practice_2556","Dermatology","2-5","CA",2016-12-01 05:45:02
2557,"Practice_2557","Physical Therapy","Solo","TX",2019-03-27 08:48:34
2558,"Practice_2558","Pediatrics","2-5","WA",2015-04-10 02:44:15
2559,"Practice_2559","Dental","2-5","IL",2015-11-30 15:26:47
2560,"Practice_2560","Physical Therapy","6-20","FL",2018-10-30 20:23:31
2561,"Practice_2561","Family Medicine","2-5","GA",2022-03-23 06:40:39
2562,"Practice_2562","Orthopedics","2-5","WA",2016-11-13 09:49:07
2563,"Practice_2563","Dental","Solo","CO",2020-01-04 22:17:12
2564,"Practice_2564","Dental","2-5","FL",2015-10-04 16:39:17
2565,"Practice_2565","Physical Therapy","2-5","IL",2019-07-25 11:43:40
2566,"Practice_2566","Pediatrics","6-20","AZ",2024-01-13 03:34:57
2567,"Practice_2567","Dental","6-20","AZ",2019-08-19 09:33:42
2568,"Practice_2568","Pediatrics","Solo","IL",2018-08-30 19:59:18
2569,"Practice_2569","Family Medicine","6-20","AZ",2022-07-09 16:58:26
2570,"Practice_2570","Family Medicine","Solo","NY",2020-07-10 04:54:08
2571,"Practice_2571","Physical Therapy","Solo","TX",2019-06-08 08:19:35
2572,"Practice_2572","Family Medicine","2-5","CA",2022-10-02 03:25:16
2573,"Practice_2573","Pediatrics","Solo","TX",2023-04-12 03:19:06
2574,"Practice_2574","Physical Therapy","2-5","GA",2022-09-12 07:53:45
2575,"Practice_2575","Dental","Solo","TX",2022-08-23 16:38:54
2576,"Practice_2576","Orthopedics","Solo","TX",2017-02-28 23:29:42
2577,"Practice_2577","Dermatology","2-5","CO",2018-03-18 12:53:29
2578,"Practice_2578","Orthopedics","2-5","CA",2024-06-27 06:08:23
2579,"Practice_2579","Pediatrics","6-20","TX",2021-07-05 07:29:36
2580,"Practice_2580","Orthopedics","2-5","CA",2019-12-16 23:22:09
2581,"Practice_2581","Dental","2-5","NC",2024-03-05 00:30:08
2582,"Practice_2582","Family Medicine","Solo","AZ",2017-08-07 20:15:27
2583,"Practice_2583","Physical Therapy","Solo","WA",2024-06-17 07:24:50
2584,"Practice_2584","Physical Therapy","Solo","CO",2016-08-25 06:35:58
2585,"Practice_2585","Physical Therapy","2-5","AZ",2016-02-07 17:31:11
2586,"Practice_2586","Orthopedics","2-5","CA",2019-10-21 12:10:39
2587,"Practice_2587","Dental","2-5","AZ",2024-10-26 03:59:04
2588,"Practice_2588","Orthopedics","2-5","TX",2019-06-26 12:43:36
2589,"Practice_2589","Dental","2-5","WA",2019-11-01 14:24:10
2590,"Practice_2590","Orthopedics","Solo","TX",2016-09-08 18:41:25
2591,"Practice_2591","Family Medicine","Solo","GA",2019-04-19 22:02:57
2592,"Practice_2592","Family Medicine","6-20","TX",2022-11-15 22:20:02
2593,"Practice_2593","Physical Therapy","2-5","WA",2023-05-06 17:13:25
2594,"Practice_2594","Physical Therapy","6-20","FL",2023-12-12 08:26:57
2595,"Practice_2595","Dental","Solo","NC",2022-01-19 19:19:00
2596,"Practice_2596","Family Medicine","20+","CA",2021-06-19 21:49:05
2597,"Practice_2597","Pediatrics","Solo","NC",2018-09-02 12:30:38
2598,"Practice_2598","Physical Therapy","Solo","GA",2023-10-19 09:17:30
2599,"Practice_2599","Pediatrics","20+","NC",2017-07-08 06:37:14
2600,"Practice_2600","Dental","Solo","AZ",2022-02-07 10:19:30
2601,"Practice_2601","Orthopedics","2-5","IL",2022-08-29 04:39:32
2602,"Practice_2602","Dental","Solo","CO",2024-02-22 19:03:33
2603,"Practice_2603","Orthopedics","2-5","WA",2022-11-06 20:49:16
2604,"Practice_2604","Pediatrics","6-20","CO",2015-05-15 14:36:06
2605,"Practice_2605","Dental","Solo","WA",2018-10-18 23:46:49
2606,"Practice_2606","Physical Therapy","2-5","CA",2024-11-30 14:59:03
2607,"Practice_2607","Dental","Solo","NC",2022-05-06 23:10:16
2608,"Practice_2608","Pediatrics","2-5","CA",2020-09-20 22:02:21
2609,"Practice_2609","Orthopedics","Solo","TX",2018-01-20 14:29:23
2610,"Practice_2610","Dental","Solo","TX",2019-12-15 06:01:15
2611,"Practice_2611","Family Medicine","Solo","CO",2016-10-17 05:33:02
2612,"Practice_2612","Dental","Solo","NY",2016-10-14 00:48:25
2613,"Practice_2613","Dental","6-20","NY",2021-04-17 02:12:57
2614,"Practice_2614","Orthopedics","Solo","IL",2024-09-14 22:56:10
2615,"Practice_2615","Pediatrics","Solo","NY",2016-08-02 08:25:46
2616,"Practice_2616","Dental","2-5","GA",2020-11-29 02:44:05
2617,"Practice_2617","Pediatrics","Solo","AZ",2023-10-18 03:21:29
2618,"Practice_2618","Pediatrics","2-5","AZ",2022-01-01 06:12:41
2619,"Practice_2619","Family Medicine","20+","TX",2018-05-06 22:12:23
2620,"Practice_2620","Pediatrics","2-5","NY",2020-04-07 19:07:43
2621,"Practice_2621","Family Medicine","6-20","IL",2021-11-08 13:24:12
2622,"Practice_2622","Family Medicine","2-5","WA",2021-10-29 11:03:48
2623,"Practice_2623","Physical Therapy","Solo","TX",2018-11-09 18:51:00
2624,"Practice_2624","Family Medicine","2-5","CA",2017-05-04 05:55:19
2625,"Practice_2625","Pediatrics","2-5","NY",2024-03-07 08:20:09
2626,"Practice_2626","Dermatology","2-5","TX",2019-05-19 14:36:53
2627,"Practice_2627","Dental","6-20","NY",2023-09-08 09:13:29
2628,"Practice_2628","Orthopedics","2-5","GA",2019-06-02 05:53:12
2629,"Practice_2629","Physical Therapy","6-20","IL",2022-08-10 22:15:39
2630,"Practice_2630","Pediatrics","6-20","CO",2019-09-15 10:21:39
2631,"Practice_2631","Orthopedics","2-5","FL",2019-10-10 09:40:09
2632,"Practice_2632","Orthopedics","2-5","IL",2020-09-04 19:22:29
2633,"Practice_2633","Dental","Solo","NY",2019-02-21 16:13:57
2634,"Practice_2634","Dental","20+","CA",2016-03-11 11:05:15
2635,"Practice_2635","Orthopedics","2-5","CA",2017-02-26 02:00:40
2636,"Practice_2636","Orthopedics","Solo","CO",2023-04-23 07:11:47
2637,"Practice_2637","Dermatology","Solo","NC",2022-12-31 05:09:56
2638,"Practice_2638","Family Medicine","2-5","CA",2017-06-13 12:54:12
2639,"Practice_2639","Dermatology","Solo","TX",2023-06-21 13:28:34
2640,"Practice_2640","Orthopedics","Solo","CA",2019-09-13 22:07:03
2641,"Practice_2641","Pediatrics","2-5","FL",2015-12-22 03:20:41
2642,"Practice_2642","Dental","Solo","CO",2021-04-06 07:01:02
2643,"Practice_2643","Family Medicine","2-5","TX",2017-10-25 06:33:35
2644,"Practice_2644","Orthopedics","Solo","NY",2023-01-31 21:29:14
2645,"Practice_2645","Dental","Solo","IL",2019-08-30 19:18:20
2646,"Practice_2646","Pediatrics","2-5","CO",2021-03-25 13:18:00
2647,"Practice_2647","Dermatology","2-5","FL",2018-04-21 23:36:45
2648,"Practice_2648","Physical Therapy","Solo","AZ",2022-09-30 15:06:12
2649,"Practice_2649","Physical Therapy","Solo","FL",2015-05-27 00:33:44
2650,"Practice_2650","Physical Therapy","2-5","WA",2022-01-12 11:13:35
2651,"Practice_2651","Dental","Solo","WA",2018-07-09 06:00:33
2652,"Practice_2652","Pediatrics","Solo","AZ",2020-01-31 23:55:30
2653,"Practice_2653","Pediatrics","Solo","GA",2018-05-21 01:24:48
2654,"Practice_2654","Dental","6-20","CA",2020-05-27 18:31:28
2655,"Practice_2655","Family Medicine","6-20","IL",2022-08-26 04:36:59
2656,"Practice_2656","Physical Therapy","6-20","NC",2018-03-23 13:55:22
2657,"Practice_2657","Family Medicine","2-5","NC",2015-12-01 20:34:08
2658,"Practice_2658","Family Medicine","2-5","IL",2016-12-29 05:40:10
2659,"Practice_2659","Dental","2-5","FL",2018-11-18 10:52:44
2660,"Practice_2660","Orthopedics","2-5","AZ",2017-09-26 18:08:06
2661,"Practice_2661","Physical Therapy","Solo","AZ",2017-07-17 08:11:45
2662,"Practice_2662","Family Medicine","2-5","NY",2023-01-03 13:41:07
2663,"Practice_2663","Dental","6-20","CO",2022-01-04 03:21:18
2664,"Practice_2664","Orthopedics","2-5","TX",2023-05-13 12:26:36
2665,"Practice_2665","Orthopedics","Solo","WA",2016-11-03 03:42:33
2666,"Practice_2666","Pediatrics","Solo","NC",2020-05-15 00:43:30
2667,"Practice_2667","Dental","2-5","CA",2023-10-01 13:53:55
2668,"Practice_2668","Orthopedics","2-5","TX",2018-04-17 00:46:37
2669,"Practice_2669","Orthopedics","6-20","FL",2021-03-02 18:05:47
2670,"Practice_2670","Pediatrics","Solo","NY",2017-03-12 03:56:26
2671,"Practice_2671","Orthopedics","6-20","TX",2022-03-22 00:29:19
2672,"Practice_2672","Pediatrics","2-5","NY",2020-05-15 22:38:01
2673,"Practice_2673","Orthopedics","6-20","NC",2017-10-17 18:00:30
2674,"Practice_2674","Dental","2-5","NC",2015-10-29 00:46:59
2675,"Practice_2675","Family Medicine","2-5","CA",2015-09-01 02:57:41
2676,"Practice_2676","Pediatrics","2-5","AZ",2022-06-05 03:04:54
2677,"Practice_2677","Pediatrics","2-5","FL",2022-06-04 03:51:52
2678,"Practice_2678","Dental","20+","GA",2017-04-27 11:29:03
2679,"Practice_2679","Dental","Solo","IL",2022-11-05 16:32:23
2680,"Practice_2680","Physical Therapy","Solo","CA",2021-03-23 01:58:45
2681,"Practice_2681","Pediatrics","6-20","NC",2024-07-29 12:31:12
2682,"Practice_2682","Family Medicine","2-5","CO",2017-07-22 19:34:57
2683,"Practice_2683","Dental","2-5","AZ",2018-10-24 12:51:30
2684,"Practice_2684","Pediatrics","2-5","IL",2023-08-02 16:36:18
2685,"Practice_2685","Pediatrics","Solo","CO",2024-11-19 04:54:25
2686,"Practice_2686","Dental","6-20","CA",2020-05-01 16:20:43
2687,"Practice_2687","Dental","2-5","TX",2018-09-02 07:32:17
2688,"Practice_2688","Physical Therapy","Solo","GA",2020-03-10 12:47:02
2689,"Practice_2689","Physical Therapy","Solo","NY",2019-02-13 11:54:14
2690,"Practice_2690","Physical Therapy","6-20","IL",2020-08-22 19:15:20
2691,"Practice_2691","Physical Therapy","Solo","IL",2022-07-01 07:16:03
2692,"Practice_2692","Physical Therapy","6-20","CA",2020-05-31 02:48:27
2693,"Practice_2693","Dental","Solo","IL",2022-10-10 22:50:01
2694,"Practice_2694","Physical Therapy","2-5","NY",2016-11-24 17:45:07
2695,"Practice_2695","Dermatology","6-20","NY",2015-07-16 07:13:31
2696,"Practice_2696","Physical Therapy","2-5","CO",2015-02-20 17:35:05
2697,"Practice_2697","Orthopedics","2-5","TX",2023-03-03 16:47:52
2698,"Practice_2698","Pediatrics","2-5","NY",2022-03-08 09:21:00
2699,"Practice_2699","Family Medicine","Solo","GA",2020-05-18 05:21:36
2700,"Practice_2700","Family Medicine","Solo","IL",2019-09-23 13:22:44
2701,"Practice_2701","Physical Therapy","20+","CO",2020-10-17 04:13:27
2702,"Practice_2702","Dermatology","6-20","NC",2023-11-17 01:16:05
2703,"Practice_2703","Dental","2-5","CO",2017-01-21 06:46:11
2704,"Practice_2704","Dental","Solo","GA",2021-02-09 01:49:02
2705,"Practice_2705","Family Medicine","Solo","AZ",2021-06-22 13:52:16
2706,"Practice_2706","Family Medicine","Solo","CO",2023-12-01 08:27:40
2707,"Practice_2707","Dental","2-5","NC",2024-03-07 18:57:48
2708,"Practice_2708","Pediatrics","6-20","NY",2021-04-01 16:45:50
2709,"Practice_2709","Dental","2-5","WA",2017-01-10 10:08:58
2710,"Practice_2710","Pediatrics","6-20","WA",2020-01-02 13:49:09
2711,"Practice_2711","Family Medicine","Solo","WA",2018-09-20 09:29:56
2712,"Practice_2712","Physical Therapy","Solo","AZ",2022-01-11 03:03:44
2713,"Practice_2713","Pediatrics","Solo","NC",2024-04-07 00:45:55
2714,"Practice_2714","Pediatrics","2-5","GA",2016-12-13 06:30:30
2715,"Practice_2715","Dental","Solo","CA",2024-05-25 04:44:23
2716,"Practice_2716","Pediatrics","20+","WA",2017-10-03 14:26:50
2717,"Practice_2717","Orthopedics","Solo","CA",2023-10-15 03:38:26
2718,"Practice_2718","Dermatology","6-20","AZ",2023-09-27 00:14:00
2719,"Practice_2719","Family Medicine","2-5","CA",2016-02-18 22:39:18
2720,"Practice_2720","Dental","20+","IL",2020-01-04 04:11:10
2721,"Practice_2721","Family Medicine","2-5","AZ",2023-08-24 19:33:51
2722,"Practice_2722","Family Medicine","6-20","CA",2021-08-06 18:09:55
2723,"Practice_2723","Family Medicine","Solo","CO",2019-07-20 14:13:50
2724,"Practice_2724","Physical Therapy","2-5","WA",2023-06-15 10:13:58
2725,"Practice_2725","Pediatrics","6-20","TX",2020-04-03 15:41:45
2726,"Practice_2726","Pediatrics","Solo","FL",2019-05-20 08:59:01
2727,"Practice_2727","Dental","Solo","AZ",2023-10-16 11:47:11
2728,"Practice_2728","Dental","2-5","NY",2023-09-02 16:45:38
2729,"Practice_2729","Dental","6-20","FL",2022-10-04 08:35:51
2730,"Practice_2730","Physical Therapy","2-5","GA",2015-02-10 18:06:28
2731,"Practice_2731","Orthopedics","2-5","AZ",2015-11-21 11:50:29
2732,"Practice_2732","Physical Therapy","Solo","AZ",2024-02-04 14:19:11
2733,"Practice_2733","Dental","Solo","CA",2022-03-08 06:22:16
2734,"Practice_2734","Dermatology","6-20","AZ",2022-10-15 19:18:10
2735,"Practice_2735","Family Medicine","Solo","WA",2015-07-18 06:19:56
2736,"Practice_2736","Family Medicine","2-5","NC",2017-12-11 13:42:22
2737,"Practice_2737","Dermatology","6-20","NC",2020-06-03 20:24:05
2738,"Practice_2738","Physical Therapy","Solo","GA",2021-05-07 05:44:33
2739,"Practice_2739","Dermatology","2-5","IL",2018-03-07 20:03:16
2740,"Practice_2740","Dental","Solo","TX",2019-05-12 10:51:54
2741,"Practice_2741","Pediatrics","2-5","IL",2016-03-21 20:35:22
2742,"Practice_2742","Dental","Solo","WA",2022-01-06 18:32:55
2743,"Practice_2743","Dental","2-5","WA",2022-01-14 11:34:37
2744,"Practice_2744","Dental","Solo","CO",2016-05-11 20:34:52
2745,"Practice_2745","Orthopedics","2-5","NC",2020-09-01 14:10:47
2746,"Practice_2746","Family Medicine","2-5","FL",2019-06-11 12:11:26
2747,"Practice_2747","Physical Therapy","Solo","NY",2020-08-26 14:20:27
2748,"Practice_2748","Dental","2-5","AZ",2022-11-28 16:20:36
2749,"Practice_2749","Family Medicine","Solo","TX",2024-08-23 22:49:26
2750,"Practice_2750","Orthopedics","2-5","NY",2022-08-06 08:40:33
2751,"Practice_2751","Pediatrics","Solo","IL",2016-02-02 02:47:03
2752,"Practice_2752","Orthopedics","2-5","NY",2017-12-18 10:32:04
2753,"Practice_2753","Pediatrics","Solo","CO",2022-04-23 17:03:49
2754,"Practice_2754","Pediatrics","2-5","TX",2021-03-03 03:15:22
2755,"Practice_2755","Family Medicine","Solo","TX",2019-11-14 08:51:47
2756,"Practice_2756","Pediatrics","2-5","CO",2017-05-09 16:31:04
2757,"Practice_2757","Physical Therapy","Solo","WA",2016-06-08 04:32:05
2758,"Practice_2758","Family Medicine","6-20","CO",2024-07-29 17:05:59
2759,"Practice_2759","Orthopedics","6-20","WA",2024-02-17 14:01:05
2760,"Practice_2760","Dental","Solo","FL",2024-08-19 16:22:17
2761,"Practice_2761","Dental","2-5","GA",2023-08-01 07:00:52
2762,"Practice_2762","Dental","Solo","WA",2017-10-12 16:33:35
2763,"Practice_2763","Orthopedics","Solo","NY",2016-03-04 10:35:24
2764,"Practice_2764","Physical Therapy","2-5","WA",2018-11-14 22:39:27
2765,"Practice_2765","Dental","2-5","GA",2015-06-29 13:20:32
2766,"Practice_2766","Dermatology","2-5","IL",2019-07-18 10:55:38
2767,"Practice_2767","Physical Therapy","Solo","AZ",2020-03-05 03:43:43
2768,"Practice_2768","Dental","Solo","CO",2015-05-12 16:46:34
2769,"Practice_2769","Physical Therapy","Solo","AZ",2021-08-18 14:36:56
2770,"Practice_2770","Orthopedics","2-5","CO",2019-03-28 19:56:17
2771,"Practice_2771","Dental","2-5","FL",2023-08-14 21:08:54
2772,"Practice_2772","Pediatrics","2-5","NC",2020-07-05 09:00:34
2773,"Practice_2773","Family Medicine","Solo","NY",2015-10-26 23:12:49
2774,"Practice_2774","Physical Therapy","Solo","NY",2016-10-04 18:44:12
2775,"Practice_2775","Physical Therapy","Solo","IL",2016-06-23 14:58:27
2776,"Practice_2776","Physical Therapy","Solo","NC",2015-01-09 17:23:50
2777,"Practice_2777","Dental","Solo","NC",2020-02-13 09:51:36
2778,"Practice_2778","Dental","6-20","CO",2016-04-16 06:09:47
2779,"Practice_2779","Physical Therapy","6-20","NY",2016-01-14 16:57:32
2780,"Practice_2780","Dental","2-5","NY",2020-12-03 18:52:37
2781,"Practice_2781","Dental","2-5","NC",2018-04-25 08:49:51
2782,"Practice_2782","Family Medicine","Solo","CO",2022-10-14 10:58:46
2783,"Practice_2783","Dermatology","6-20","WA",2023-12-11 06:50:33
2784,"Practice_2784","Family Medicine","Solo","WA",2020-06-21 05:38:44
2785,"Practice_2785","Family Medicine","6-20","GA",2021-05-05 01:09:12
2786,"Practice_2786","Dental","2-5","CA",2015-07-03 03:34:46
2787,"Practice_2787","Dermatology","Solo","TX",2020-05-18 23:39:07
2788,"Practice_2788","Dental","6-20","FL",2019-12-04 18:09:01
2789,"Practice_2789","Dermatology","Solo","CO",2023-07-30 04:55:46
2790,"Practice_2790","Dermatology","2-5","WA",2015-10-03 16:33:51
2791,"Practice_2791","Orthopedics","2-5","IL",2024-05-08 21:18:53
2792,"Practice_2792","Dermatology","Solo","TX",2018-06-03 19:15:41
2793,"Practice_2793","Physical Therapy","2-5","TX",2015-04-25 01:20:20
2794,"Practice_2794","Pediatrics","2-5","TX",2024-10-18 07:10:15
2795,"Practice_2795","Physical Therapy","2-5","NC",2022-06-12 04:36:36
2796,"Practice_2796","Physical Therapy","Solo","GA",2020-08-05 01:23:37
2797,"Practice_2797","Dental","6-20","IL",2016-09-29 04:52:14
2798,"Practice_2798","Orthopedics","Solo","CA",2016-03-16 07:07:15
2799,"Practice_2799","Dermatology","Solo","IL",2021-05-09 15:45:29
2800,"Practice_2800","Dental","Solo","IL",2019-11-09 13:12:00
2801,"Practice_2801","Family Medicine","Solo","CO",2024-02-14 01:46:34
2802,"Practice_2802","Family Medicine","Solo","GA",2020-02-11 16:50:11
2803,"Practice_2803","Family Medicine","20+","AZ",2018-03-02 07:37:44
2804,"Practice_2804","Dermatology","Solo","GA",2019-03-21 10:00:33
2805,"Practice_2805","Physical Therapy","Solo","AZ",2019-08-04 08:20:21
2806,"Practice_2806","Dermatology","Solo","CA",2024-11-17 00:26:30
2807,"Practice_2807","Family Medicine","2-5","CO",2024-10-09 23:11:38
2808,"Practice_2808","Dental","6-20","NC",2015-11-19 12:34:43
2809,"Practice_2809","Physical Therapy","Solo","TX",2023-07-03 06:15:49
2810,"Practice_2810","Orthopedics","Solo","CO",2018-02-12 20:46:00
2811,"Practice_2811","Dental","Solo","NC",2023-06-06 19:44:33
2812,"Practice_2812","Orthopedics","Solo","CO",2021-01-15 15:11:54
2813,"Practice_2813","Orthopedics","Solo","NC",2016-08-16 17:14:32
2814,"Practice_2814","Dental","2-5","CO",2022-11-22 19:31:37
2815,"Practice_2815","Physical Therapy","Solo","GA",2021-12-18 21:00:19
2816,"Practice_2816","Family Medicine","2-5","GA",2022-02-28 11:13:47
2817,"Practice_2817","Physical Therapy","Solo","GA",2017-12-22 16:15:36
2818,"Practice_2818","Dental","6-20","TX",2022-02-06 17:15:47
2819,"Practice_2819","Dental","6-20","FL",2016-12-13 05:42:25
2820,"Practice_2820","Pediatrics","2-5","NY",2017-01-24 02:02:55
